City,PM2.5,PM10,NO2,SO2,CO,O3,AQI
Mumbai,181.4,166.6,9.5,86.7,9.32,169.1,76.9
Chennai,99.6,483.3,60.8,49.1,5.74,172.4,183.7
Kolkata,379.4,364.2,19.1,89.9,7.73,47.9,392.3
Bangalore,78.4,210.6,105.4,70.6,8.13,1.2,409.7
Delhi,49.5,299.2,139.7,39.5,0.63,81.7,475.7
Mumbai,49.9,298.8,146.6,42.3,6.48,179.1,6.2
Chennai,461.5,387.9,133.1,99.3,9.01,66.6,247.6
Kolkata,61.8,454.0,81.7,18.8,0.73,19.7,167.8
Bangalore,438.3,572.4,57.8,79.3,8.87,72.3,265.6
Delhi,383.2,251.9,87.0,32.7,7.5,5.5,391.1
Mumbai,321.8,191.8,43.9,84.3,6.47,41.2,10.7
Chennai,434.8,127.7,66.0,15.1,9.56,112.7,365.7
Kolkata,118.1,590.7,59.5,25.0,5.85,51.1,309.2
Bangalore,182.2,110.6,111.4,95.8,6.16,157.4,127.5
Delhi,185.2,7.8,142.6,25.5,5.07,194.6,130.9
Mumbai,346.6,31.8,86.9,31.6,6.26,30.1,285.6
Chennai,272.8,527.9,7.9,13.0,9.35,162.3,60.1
Kolkata,376.4,466.2,13.2,78.0,5.34,45.6,422.7
Bangalore,443.7,530.1,76.6,18.7,0.26,81.0,293.8
Delhi,322.2,240.7,143.1,46.2,1.24,105.7,172.8
Mumbai,420.8,203.6,121.7,6.3,0.71,46.1,244.3
Chennai,499.3,53.6,86.8,7.0,4.76,155.5,204.4
Kolkata,8.2,129.6,39.7,14.9,3.66,173.9,155.8
Bangalore,281.8,223.5,53.9,12.7,5.72,190.8,129.4
Delhi,320.4,466.4,25.8,68.1,5.93,16.3,458.8
Mumbai,222.8,177.1,50.9,50.8,8.41,195.2,393.2
Chennai,267.1,363.0,16.0,30.6,7.25,123.4,110.2
Kolkata,367.0,568.8,28.7,27.2,1.87,27.4,438.1
Bangalore,392.9,83.5,109.3,2.0,7.83,179.3,39.6
Delhi,269.2,313.6,100.6,14.8,7.6,60.3,168.7
Mumbai,338.0,112.4,77.1,54.5,7.59,1.1,472.2
Chennai,41.3,364.3,97.6,25.5,8.74,75.1,314.3
Kolkata,170.4,173.9,89.5,12.1,0.54,92.9,395.3
Bangalore,375.3,23.4,119.4,61.1,4.33,173.9,227.1
Delhi,217.1,242.5,75.5,12.0,6.05,105.0,381.2
Mumbai,461.3,306.6,73.6,56.4,3.35,100.0,279.9
Chennai,71.3,31.5,7.2,62.1,7.65,55.4,105.9
Kolkata,469.2,143.0,86.2,99.8,9.52,5.7,194.5
Bangalore,360.4,309.6,126.8,16.4,8.9,155.7,123.6
Delhi,369.7,52.5,130.7,14.8,4.73,149.9,181.0
Mumbai,61.5,561.9,82.5,62.2,3.64,185.3,129.4
Chennai,178.9,264.4,135.7,8.4,6.72,142.7,147.6
Kolkata,64.9,480.8,106.2,8.7,2.67,30.5,11.0
Bangalore,263.3,416.8,112.6,1.8,4.49,130.7,480.7
Delhi,65.7,127.1,32.9,12.7,0.6,46.4,38.7
Mumbai,33.3,204.0,15.8,96.3,2.63,192.6,113.9
Chennai,238.8,101.1,6.5,91.7,2.1,60.1,245.8
Kolkata,389.2,209.6,76.7,17.4,1.91,190.6,470.3
Bangalore,376.7,269.3,102.0,66.7,5.45,145.2,65.9
Delhi,159.6,44.3,14.0,37.1,3.86,85.9,215.4
Mumbai,368.9,261.8,116.1,93.6,2.37,127.0,198.6
Chennai,385.4,293.6,35.9,65.4,7.85,83.0,257.5
Kolkata,473.0,355.3,149.5,34.6,1.25,76.4,380.7
Bangalore,285.9,324.1,65.9,35.4,4.76,79.8,300.4
Delhi,124.0,366.5,60.9,58.4,3.75,39.8,15.6
Mumbai,61.9,463.2,100.3,61.9,1.46,38.6,393.5
Chennai,366.4,417.5,101.5,71.6,3.96,143.4,214.5
Kolkata,438.2,364.1,128.1,62.3,8.28,30.4,369.1
Bangalore,419.3,248.3,54.9,6.6,3.33,70.1,57.9
Delhi,209.5,573.8,100.9,73.8,0.64,83.0,230.2
Mumbai,486.3,371.2,145.6,51.1,6.47,98.9,93.7
Chennai,2.3,125.4,78.7,80.6,2.35,153.4,455.8
Kolkata,434.8,427.7,17.3,2.4,2.77,190.6,127.7
Bangalore,163.7,598.6,53.9,70.7,1.2,96.6,197.3
Delhi,97.2,296.6,35.3,61.3,5.49,59.3,208.4
Mumbai,178.2,311.5,148.8,65.4,1.3,125.2,18.3
Chennai,228.7,343.8,145.7,38.3,9.66,89.7,422.3
Kolkata,485.1,152.1,43.4,41.0,2.78,72.7,89.4
Bangalore,352.0,80.9,21.8,16.4,0.97,152.7,495.9
Delhi,44.1,518.3,46.5,40.2,6.23,172.6,358.3
Mumbai,134.3,345.1,88.3,31.2,9.55,68.9,306.8
Chennai,59.3,130.0,49.1,84.2,0.24,113.2,349.2
Kolkata,272.2,273.4,42.2,35.7,0.96,193.0,465.1
Bangalore,347.0,244.3,54.8,83.7,9.99,115.1,164.4
Delhi,442.0,233.7,25.7,73.3,3.34,15.6,326.9
Mumbai,316.0,356.5,24.3,57.7,1.75,48.6,155.9
Chennai,355.2,429.3,105.2,14.5,1.91,192.1,407.9
Kolkata,158.3,378.9,64.8,31.2,2.87,2.7,424.9
Bangalore,141.1,584.3,63.0,97.5,3.7,106.9,365.4
Delhi,3.4,183.1,76.4,42.9,0.78,138.7,180.8
Mumbai,71.7,428.6,99.4,52.2,8.26,4.2,398.9
Chennai,88.8,382.8,101.2,12.1,5.9,2.5,99.7
Kolkata,15.6,456.7,112.3,69.1,5.13,115.7,141.7
Bangalore,291.2,396.2,36.4,8.1,9.59,62.6,308.1
Delhi,250.4,508.4,17.9,77.2,4.73,43.5,209.3
Mumbai,283.5,244.1,83.7,77.7,2.44,27.3,285.3
Chennai,359.9,414.7,39.1,45.5,7.46,158.8,49.2
Kolkata,261.1,156.0,19.1,57.9,3.11,26.7,40.0
Bangalore,466.6,53.3,129.9,22.3,0.97,193.3,113.1
Delhi,363.9,493.6,97.8,54.6,8.45,38.9,45.7
Mumbai,272.7,371.3,61.2,52.7,9.75,185.9,130.2
Chennai,349.4,129.2,99.5,6.5,4.19,79.7,381.7
Kolkata,74.1,412.4,81.5,42.3,7.01,68.2,13.8
Bangalore,0.1,221.6,97.1,41.7,5.8,170.7,89.4
Delhi,136.7,193.6,85.2,45.8,1.19,149.9,276.9
Mumbai,52.8,512.7,54.9,23.3,2.83,155.4,327.2
Chennai,179.7,65.1,44.1,71.6,8.26,4.7,181.0
Kolkata,323.9,444.6,84.0,10.8,6.71,129.7,329.0
Bangalore,274.3,506.2,39.1,90.5,10.0,135.5,313.6
Delhi,256.6,598.3,88.1,80.5,7.85,109.3,294.8
Mumbai,312.6,542.9,107.6,50.0,8.78,25.4,330.8
Chennai,404.1,176.8,7.1,81.0,1.13,1.0,306.8
Kolkata,216.0,103.2,118.8,45.3,5.47,82.9,154.2
Bangalore,75.8,399.1,106.4,45.6,7.76,68.7,94.6
Delhi,34.4,288.3,54.4,71.7,6.99,185.5,394.2
Mumbai,187.5,467.9,56.9,5.4,1.72,100.1,241.8
Chennai,409.7,536.5,68.9,71.1,8.93,63.3,353.5
Kolkata,485.5,470.0,4.2,73.4,0.86,163.7,55.3
Bangalore,251.3,494.7,70.7,12.6,5.9,12.9,22.4
Delhi,304.6,388.5,5.4,65.5,5.97,190.1,465.6
Mumbai,268.2,103.3,130.8,46.0,3.31,109.4,422.3
Chennai,465.4,534.5,30.3,44.3,1.59,35.8,458.6
Kolkata,238.8,86.2,90.5,44.3,4.24,8.5,18.9
Bangalore,440.7,441.4,37.9,31.6,7.06,51.3,218.7
Delhi,254.1,119.2,37.5,76.3,1.35,36.2,485.0
Mumbai,48.0,140.6,10.9,57.2,9.78,188.3,394.1
Chennai,205.1,581.6,79.0,21.7,7.16,132.3,440.8
Kolkata,414.0,263.7,14.5,81.1,2.8,135.4,339.6
Bangalore,33.0,57.2,69.6,79.7,1.69,93.1,191.7
Delhi,122.1,592.5,142.3,11.7,2.8,175.1,321.0
Mumbai,72.2,490.8,72.1,88.1,1.42,112.1,476.3
Chennai,103.3,483.5,92.8,47.4,8.34,122.8,154.5
Kolkata,49.1,461.1,35.0,62.6,7.8,176.0,136.3
Bangalore,132.6,272.7,84.6,26.1,2.36,67.2,122.9
Delhi,480.7,483.6,119.8,39.8,7.13,72.5,292.0
Mumbai,296.6,526.0,85.0,21.3,4.08,1.5,477.7
Chennai,296.8,526.6,46.4,26.1,7.53,181.3,472.1
Kolkata,106.2,496.3,0.2,91.6,1.52,30.3,416.4
Bangalore,306.2,551.3,127.2,26.0,2.68,54.5,377.8
Delhi,261.7,179.7,96.2,88.8,8.57,61.3,350.2
Mumbai,236.3,322.2,20.1,6.3,2.46,8.0,198.5
Chennai,85.7,549.3,70.6,1.5,1.29,133.8,225.9
Kolkata,475.8,194.1,85.0,34.9,4.25,21.1,106.2
Bangalore,62.2,557.8,65.4,38.1,4.57,83.7,465.1
Delhi,320.4,458.8,96.2,33.1,4.09,20.4,124.6
Mumbai,156.1,246.9,25.6,65.0,5.28,167.4,172.9
Chennai,63.2,236.3,142.6,45.0,4.58,86.9,196.2
Kolkata,166.5,13.7,131.5,9.0,3.12,164.1,478.7
Bangalore,186.4,157.2,62.7,18.1,4.44,1.8,452.5
Delhi,461.0,456.6,125.5,34.5,1.57,82.8,40.1
Mumbai,204.6,397.6,0.9,46.6,1.7,43.5,76.4
Chennai,171.3,259.7,117.5,35.2,1.42,62.9,389.0
Kolkata,194.1,146.8,2.8,48.9,8.49,141.2,421.1
Bangalore,46.2,352.2,108.1,52.2,7.77,17.7,391.2
Delhi,444.5,572.3,91.5,23.2,8.84,49.7,218.0
Mumbai,47.1,495.1,19.8,9.2,3.91,83.0,342.1
Chennai,232.3,450.7,31.1,21.6,8.71,117.0,430.8
Kolkata,300.2,16.1,21.0,10.7,0.27,158.8,241.3
Bangalore,314.6,412.8,41.5,100.0,3.81,49.5,380.4
Delhi,242.1,189.9,58.0,86.4,8.08,35.5,2.5
Mumbai,217.9,516.7,72.9,36.7,7.58,157.9,103.0
Chennai,352.1,597.3,128.4,12.6,9.6,102.1,413.8
Kolkata,487.2,129.6,112.2,83.4,0.44,52.8,337.1
Bangalore,144.8,299.9,106.2,20.6,2.51,35.2,481.8
Delhi,60.3,149.5,142.2,57.7,5.84,188.6,475.5
Mumbai,59.5,273.6,135.0,39.3,8.88,34.8,285.5
Chennai,303.3,147.7,122.6,60.0,7.17,114.3,240.9
Kolkata,160.8,322.0,113.4,88.7,6.3,97.1,90.3
Bangalore,348.4,120.2,56.2,2.5,3.55,122.0,230.9
Delhi,182.4,166.2,42.0,88.5,5.38,101.1,110.6
Mumbai,486.3,314.4,98.0,97.2,0.22,130.2,438.9
Chennai,45.6,518.9,35.0,99.1,5.56,40.7,272.5
Kolkata,45.7,552.7,138.0,65.6,2.81,189.4,150.1
Bangalore,445.5,319.5,19.1,63.2,5.11,143.4,74.9
Delhi,13.2,441.2,99.8,41.7,7.45,181.4,463.6
Mumbai,187.9,0.3,44.0,20.2,8.98,93.5,346.7
Chennai,46.6,577.8,9.8,4.0,3.48,16.3,7.1
Kolkata,149.4,0.1,3.6,89.3,7.39,48.9,6.3
Bangalore,150.9,388.4,32.4,75.3,1.21,19.6,142.2
Delhi,125.5,289.7,77.6,23.0,7.49,118.8,473.5
Mumbai,61.1,428.0,48.7,62.0,1.93,50.8,294.2
Chennai,282.3,265.4,4.2,74.3,2.5,162.3,5.2
Kolkata,222.0,354.6,43.8,43.8,6.87,25.7,353.7
Bangalore,25.3,122.7,5.5,78.5,9.69,67.7,303.3
Delhi,87.6,350.9,28.7,15.2,5.8,104.7,373.7
Mumbai,283.2,147.8,121.0,81.6,1.72,44.7,296.0
Chennai,463.9,139.8,134.1,4.2,3.8,50.5,374.8
Kolkata,328.8,63.2,118.7,27.5,9.48,133.9,337.2
Bangalore,205.6,518.4,67.8,24.8,3.75,150.7,240.5
Delhi,360.4,271.6,12.1,30.1,1.89,26.7,320.6
Mumbai,198.5,295.4,117.5,8.5,7.05,51.2,135.5
Chennai,330.1,581.8,127.2,76.1,6.08,127.5,65.0
Kolkata,485.2,137.6,34.5,84.7,1.74,76.3,475.8
Bangalore,359.8,281.8,2.2,75.2,7.48,182.1,245.8
Delhi,191.2,103.9,17.2,95.1,4.45,59.0,356.9
Mumbai,81.8,490.2,87.4,18.0,5.79,7.0,269.4
Chennai,243.4,301.8,147.7,14.9,5.21,6.1,306.3
Kolkata,309.0,191.3,116.0,71.9,8.83,61.5,119.7
Bangalore,281.6,95.9,14.3,98.3,6.39,136.9,420.0
Delhi,184.0,489.0,20.9,94.3,3.31,7.6,167.8
Mumbai,23.2,33.7,137.8,92.3,2.15,84.1,389.5
Chennai,74.9,347.6,71.0,74.7,3.69,156.7,391.4
Kolkata,183.0,258.4,31.1,49.4,0.12,13.4,366.1
Bangalore,104.5,79.4,54.1,27.3,5.05,2.6,286.8
Delhi,289.4,7.7,92.4,32.3,0.47,121.1,286.2
Mumbai,148.2,490.3,75.1,55.6,5.88,179.6,302.1
Chennai,258.5,331.1,65.4,52.2,8.65,174.6,200.0
Kolkata,245.8,351.5,32.5,21.1,7.35,97.5,362.8
Bangalore,147.1,357.3,2.6,43.7,2.2,59.5,258.8
Delhi,413.8,490.5,147.8,25.8,7.02,95.2,438.3
Mumbai,346.3,148.4,71.5,35.1,8.09,58.5,380.1
Chennai,99.3,559.6,64.1,2.2,6.56,91.3,74.3
Kolkata,8.5,119.3,100.1,61.0,4.38,131.9,54.5
Bangalore,239.4,564.2,12.1,8.6,9.87,27.5,190.1
Delhi,368.6,83.6,56.1,69.4,9.84,6.1,264.8
Mumbai,353.6,470.5,130.3,46.7,1.38,89.4,222.5
Chennai,254.8,512.7,55.2,58.3,2.76,96.9,420.4
Kolkata,70.0,512.9,42.4,69.0,6.89,32.2,3.1
Bangalore,425.0,453.9,31.0,80.7,3.78,117.3,139.7
Delhi,37.6,16.8,100.8,97.3,2.1,139.2,85.7
Mumbai,262.3,487.8,48.9,96.8,7.93,123.4,459.0
Chennai,133.1,38.1,95.4,97.8,0.95,21.2,22.3
Kolkata,116.9,287.3,74.4,34.5,4.41,126.5,260.7
Bangalore,187.2,542.3,141.2,57.8,5.71,136.3,21.5
Delhi,292.7,478.5,103.8,72.0,4.41,40.5,327.9
Mumbai,349.9,349.6,19.6,29.5,0.04,165.4,244.2
Chennai,28.5,112.1,133.3,68.6,1.69,23.2,214.1
Kolkata,221.1,12.6,69.5,86.8,1.51,132.8,261.5
Bangalore,295.0,69.3,84.2,95.1,9.32,117.3,487.2
Delhi,95.3,191.1,135.5,3.0,1.51,59.2,295.3
Mumbai,152.7,583.8,77.0,58.8,9.76,163.7,131.1
Chennai,472.5,565.8,63.0,1.2,9.02,92.6,456.1
Kolkata,146.8,59.7,48.5,59.7,8.78,169.0,374.3
Bangalore,85.5,420.3,142.5,21.1,1.88,172.0,153.1
Delhi,452.4,236.2,27.0,75.1,6.71,44.4,202.5
Mumbai,448.7,113.6,58.4,83.5,9.76,138.7,50.5
Chennai,358.3,157.1,5.3,69.0,5.64,15.3,56.3
Kolkata,55.0,31.9,94.8,2.7,6.29,161.1,499.1
Bangalore,11.7,48.0,135.8,21.6,4.94,31.1,180.7
Delhi,353.8,441.6,125.3,83.1,8.81,61.2,164.1
Mumbai,271.3,461.5,138.6,28.6,6.36,73.4,2.8
Chennai,57.8,66.2,75.5,48.3,7.99,56.1,176.6
Kolkata,134.4,284.5,14.8,6.2,5.26,36.4,30.8
Bangalore,257.7,370.4,71.0,81.4,2.69,152.5,209.6
Delhi,222.6,9.1,26.5,72.6,3.82,123.1,335.2
Mumbai,109.9,566.1,33.0,17.1,1.66,147.6,72.0
Chennai,64.5,401.7,45.0,60.0,1.78,169.6,322.6
Kolkata,77.3,289.2,72.0,38.9,4.81,57.8,405.9
Bangalore,430.4,200.3,35.1,30.7,9.15,109.8,337.7
Delhi,394.3,223.0,145.8,6.9,7.97,58.0,444.4
Mumbai,422.5,34.4,39.6,82.6,6.92,96.3,42.5
Chennai,176.8,290.0,90.2,40.2,6.45,4.4,448.0
Kolkata,185.6,188.8,83.3,73.8,7.02,91.2,413.2
Bangalore,6.1,481.8,141.1,88.2,4.17,132.1,256.6
Delhi,233.1,550.8,34.9,5.4,2.01,150.8,278.1
Mumbai,294.1,467.9,78.4,96.6,6.53,4.3,178.6
Chennai,126.5,465.1,55.3,88.9,1.74,91.8,42.5
Kolkata,211.1,119.9,30.4,10.3,4.3,31.1,125.9
Bangalore,235.2,583.5,57.3,83.8,8.65,5.9,18.1
Delhi,1.0,252.7,16.6,10.7,2.34,36.8,396.8
Mumbai,219.5,422.5,2.5,2.6,4.02,148.8,282.4
Chennai,478.7,432.7,25.2,40.1,7.28,116.3,21.6
Kolkata,434.8,326.3,74.2,85.0,3.89,40.0,427.3
Bangalore,459.0,26.4,56.2,10.0,2.15,19.5,410.9
Delhi,186.7,522.4,14.3,31.5,0.17,178.0,91.8
Mumbai,149.1,493.5,22.3,5.4,8.94,149.9,434.8
Chennai,492.8,183.6,123.7,19.1,4.94,77.6,114.2
Kolkata,430.8,581.1,3.2,57.1,4.27,173.7,125.9
Bangalore,468.5,435.6,37.8,78.0,1.07,67.9,44.5
Delhi,174.6,139.0,83.5,64.6,8.54,160.5,1.9
Mumbai,419.9,147.7,98.2,10.2,4.31,139.5,408.2
Chennai,174.3,283.9,4.6,26.9,6.04,94.6,246.4
Kolkata,143.8,312.5,89.6,19.5,7.41,156.2,454.2
Bangalore,25.9,148.0,133.8,35.4,3.14,24.2,69.5
Delhi,431.5,597.2,29.5,47.3,2.82,106.7,271.7
Mumbai,230.1,354.6,128.5,29.3,0.16,182.0,38.6
Chennai,427.2,172.0,127.9,29.9,3.44,143.1,224.7
Kolkata,55.8,591.2,19.8,96.8,6.75,13.3,12.2
Bangalore,162.1,534.6,12.1,34.9,9.9,50.4,237.5
Delhi,491.7,242.3,29.7,84.1,3.93,138.3,416.1
Mumbai,178.1,502.3,92.0,47.5,2.0,147.9,24.2
Chennai,43.4,166.8,125.3,63.6,2.66,88.8,76.5
Kolkata,206.8,32.4,38.3,25.3,7.9,149.3,382.9
Bangalore,285.6,190.6,94.0,40.6,3.49,130.1,31.1
Delhi,123.7,284.6,84.6,67.1,8.41,182.9,334.8
Mumbai,303.1,216.6,16.2,98.0,1.68,196.6,308.8
Chennai,439.8,185.1,147.8,23.4,7.93,177.7,123.6
Kolkata,221.9,454.6,100.9,88.5,1.82,119.3,46.9
Bangalore,468.6,239.7,79.1,44.1,1.84,109.2,50.0
Delhi,184.5,573.8,34.4,56.6,5.43,175.6,422.9
Mumbai,31.9,566.1,79.0,20.1,8.34,184.8,199.6
Chennai,28.8,461.8,64.9,30.9,8.57,12.9,94.2
Kolkata,325.7,465.1,22.9,57.5,0.13,85.9,402.8
Bangalore,494.8,136.3,5.3,86.1,7.22,119.0,74.3
Delhi,257.4,82.0,133.0,87.6,9.79,128.1,61.7
Mumbai,89.0,350.8,76.8,15.4,1.84,88.3,320.9
Chennai,185.8,80.8,109.3,61.7,1.53,110.8,198.7
Kolkata,205.9,163.5,7.0,72.0,0.48,173.1,75.6
Bangalore,134.4,318.2,24.5,75.5,9.29,112.6,45.2
Delhi,481.8,227.4,9.5,39.8,8.96,10.2,50.8
Mumbai,172.4,159.6,38.4,14.8,2.26,156.7,119.6
Chennai,209.7,62.5,79.2,11.9,3.99,141.3,388.8
Kolkata,53.8,173.5,8.8,61.3,5.58,96.2,69.5
Bangalore,344.3,342.7,10.5,84.1,8.68,125.8,460.6
Delhi,384.5,202.1,114.5,2.4,8.39,175.4,422.7
Mumbai,468.4,102.2,140.7,62.0,0.59,72.8,210.6
Chennai,69.4,515.0,112.2,49.0,4.62,78.9,481.7
Kolkata,91.3,368.2,9.9,26.9,7.7,142.0,218.9
Bangalore,487.8,407.2,38.4,9.2,5.41,126.5,429.3
Delhi,465.8,13.6,144.4,54.8,0.26,159.4,295.8
Mumbai,479.7,196.5,113.4,87.5,6.0,164.1,326.8
Chennai,488.7,293.5,1.6,85.8,8.23,111.2,47.2
Kolkata,480.5,101.2,15.8,5.4,7.53,145.1,411.6
Bangalore,13.2,465.8,130.4,61.2,7.18,46.7,286.0
Delhi,141.8,528.2,78.8,37.4,3.18,138.3,285.3
Mumbai,240.7,388.7,82.0,98.4,6.53,182.9,259.6
Chennai,89.6,310.7,60.3,92.2,0.8,4.2,382.5
Kolkata,384.8,219.8,142.4,69.7,2.8,189.1,121.6
Bangalore,467.8,160.6,121.6,71.9,7.71,142.6,174.3
Delhi,350.4,423.9,97.7,82.7,0.54,173.7,230.7
Mumbai,131.5,186.4,14.4,11.8,9.37,32.5,413.8
Chennai,381.9,258.4,93.8,66.2,9.4,89.6,243.9
Kolkata,490.8,529.4,5.2,54.7,3.66,68.1,40.0
Bangalore,475.0,418.1,23.3,62.0,4.12,55.0,314.0
Delhi,439.6,35.7,134.7,69.8,4.66,158.6,337.0
Mumbai,162.4,243.9,72.2,64.8,4.24,102.7,311.7
Chennai,240.1,404.8,143.7,94.3,6.33,110.5,450.8
Kolkata,390.0,160.7,125.0,75.9,3.4,191.7,106.9
Bangalore,243.5,483.6,49.6,54.5,2.56,23.1,81.5
Delhi,34.5,508.3,93.3,83.0,5.25,23.4,491.5
Mumbai,94.8,398.0,143.8,48.7,0.91,106.7,266.9
Chennai,223.1,187.3,126.6,66.8,4.44,43.7,285.9
Kolkata,405.6,448.8,76.6,46.4,6.61,72.6,415.8
Bangalore,252.6,498.0,50.3,56.6,2.82,64.8,467.8
Delhi,41.9,397.8,148.9,98.8,7.15,85.5,246.3
Mumbai,245.3,174.8,114.1,31.7,4.89,162.6,171.3
Chennai,87.8,493.6,114.4,66.6,8.78,191.6,397.8
Kolkata,66.9,313.6,117.8,27.5,3.08,177.2,110.6
Bangalore,61.6,324.2,8.1,48.5,2.41,25.2,102.9
Delhi,142.0,220.0,23.5,34.7,3.83,94.1,160.8
Mumbai,141.4,583.1,61.9,12.4,7.49,62.5,160.9
Chennai,489.6,535.8,106.3,41.5,8.92,77.2,453.9
Kolkata,439.3,587.0,102.7,51.4,8.12,48.7,211.3
Bangalore,187.0,11.6,140.8,40.0,6.1,81.5,401.6
Delhi,470.1,307.5,89.9,9.1,6.59,59.1,130.1
Mumbai,45.2,369.8,28.7,77.2,9.95,2.1,260.1
Chennai,49.2,540.5,49.9,5.0,9.25,108.5,64.5
Kolkata,72.4,114.8,56.0,46.8,9.74,117.1,126.2
Bangalore,127.7,423.0,64.7,39.5,5.81,6.8,230.2
Delhi,241.9,361.2,133.2,29.9,9.7,185.1,74.1
Mumbai,423.2,292.8,62.4,96.9,3.76,63.6,203.6
Chennai,246.0,84.0,49.5,74.2,8.92,188.7,432.4
Kolkata,370.5,453.7,85.4,75.5,9.0,5.5,98.0
Bangalore,83.2,308.0,91.7,98.5,0.17,43.0,286.5
Delhi,269.5,12.2,97.0,56.6,0.98,141.3,27.3
Mumbai,192.5,364.7,63.4,18.1,1.52,104.1,412.3
Chennai,452.5,345.5,97.0,84.5,7.39,101.3,433.1
Kolkata,191.2,244.4,1.9,49.6,1.88,109.0,415.8
Bangalore,66.3,324.0,114.4,15.5,7.21,142.0,298.4
Delhi,119.0,52.3,56.6,94.7,4.97,126.9,365.9
Mumbai,246.4,84.4,139.8,11.8,5.36,41.1,114.8
Chennai,106.3,552.2,9.9,0.5,1.8,177.9,211.2
Kolkata,238.8,40.9,133.5,76.3,6.91,92.6,407.9
Bangalore,188.8,228.7,84.2,7.2,6.58,147.2,457.9
Delhi,395.5,188.3,21.9,29.4,3.93,74.2,393.1
Mumbai,476.3,335.9,94.0,28.7,8.41,79.8,133.9
Chennai,77.7,237.7,67.9,60.5,1.7,55.6,244.5
Kolkata,57.1,183.2,94.6,70.4,3.29,93.1,155.4
Bangalore,159.1,474.1,51.2,16.5,5.85,113.7,258.2
Delhi,364.1,180.9,6.9,82.1,1.18,142.5,97.1
Mumbai,199.2,443.6,128.3,1.9,8.29,105.2,43.4
Chennai,376.7,232.5,48.1,69.9,3.14,143.1,479.1
Kolkata,321.9,243.1,53.7,56.9,7.64,17.6,368.9
Bangalore,414.2,398.7,26.6,86.0,6.8,175.5,382.4
Delhi,293.7,574.7,10.5,97.5,0.42,19.9,126.9
Mumbai,134.2,122.7,24.0,78.7,4.17,163.1,186.3
Chennai,409.0,132.4,115.5,99.0,4.64,45.6,260.6
Kolkata,356.3,209.4,50.4,93.6,2.11,97.1,424.6
Bangalore,462.2,82.1,123.1,25.6,9.06,145.2,316.6
Delhi,499.0,370.0,69.1,77.0,6.16,191.8,392.8
Mumbai,251.0,69.0,95.8,62.5,4.86,33.2,457.2
Chennai,152.7,125.5,43.4,2.3,2.3,76.0,272.2
Kolkata,383.7,584.6,96.3,98.4,2.13,128.1,176.7
Bangalore,258.0,103.2,2.3,53.1,2.23,79.9,34.0
Delhi,335.3,27.4,19.5,1.8,9.38,142.4,434.5
Mumbai,448.0,543.2,78.4,26.3,7.05,173.4,88.1
Chennai,398.8,68.0,58.5,76.6,5.28,35.3,37.5
Kolkata,256.0,472.0,108.0,18.2,5.96,15.5,486.7
Bangalore,97.8,433.1,131.7,3.5,1.89,175.6,305.0
Delhi,372.8,33.1,99.8,37.3,4.22,112.0,201.0
Mumbai,132.9,76.9,49.5,56.4,8.55,131.1,370.1
Chennai,278.6,417.5,50.6,16.8,2.59,4.1,46.4
Kolkata,471.2,236.8,138.9,90.2,6.52,165.8,196.1
Bangalore,490.6,392.7,82.2,18.4,7.4,165.7,152.1
Delhi,451.1,366.8,32.9,18.7,9.37,2.7,182.5
Mumbai,318.7,309.7,11.1,23.0,0.93,90.9,249.8
Chennai,172.0,587.7,23.3,12.1,5.66,0.1,196.5
Kolkata,166.9,195.4,125.8,5.3,8.82,94.8,200.7
Bangalore,402.2,409.0,103.7,61.2,7.32,164.0,81.4
Delhi,205.0,121.5,30.2,42.5,0.85,31.7,399.7
Mumbai,205.9,489.7,68.3,49.7,3.4,122.0,327.5
Chennai,320.7,107.6,91.7,40.0,6.83,152.8,141.0
Kolkata,147.9,385.5,60.3,48.6,0.85,180.6,162.3
Bangalore,186.9,459.8,6.2,88.0,5.27,74.8,294.1
Delhi,244.8,448.9,107.7,32.0,3.38,132.5,399.6
Mumbai,493.2,412.6,70.3,99.9,1.06,75.2,23.2
Chennai,2.5,556.1,28.2,62.0,8.26,126.6,368.3
Kolkata,174.0,520.2,57.0,60.5,9.02,17.3,60.7
Bangalore,256.4,518.8,119.0,94.8,1.25,173.8,160.9
Delhi,434.0,85.8,135.0,57.8,3.05,79.3,363.6
Mumbai,216.1,490.9,105.6,4.5,3.02,129.3,118.7
Chennai,409.6,8.2,116.1,0.6,9.2,65.2,459.6
Kolkata,292.6,586.6,6.7,33.3,9.89,3.6,423.7
Bangalore,398.8,410.2,32.4,44.2,4.41,170.5,25.3
Delhi,44.0,112.9,4.5,65.8,9.79,193.6,292.7
Mumbai,214.7,221.5,147.0,22.8,1.54,120.9,364.3
Chennai,100.4,458.1,87.8,27.9,8.1,46.6,149.9
Kolkata,94.0,513.4,52.7,8.5,7.74,115.6,99.3
Bangalore,138.6,13.8,96.6,42.6,3.38,118.9,214.9
Delhi,394.4,237.5,106.7,50.3,4.44,28.2,22.1
Mumbai,13.5,500.7,140.3,12.6,0.18,56.8,18.2
Chennai,200.2,540.6,127.6,92.5,6.72,195.7,490.8
Kolkata,178.3,300.0,103.2,45.0,4.17,120.2,171.1
Bangalore,205.5,149.3,38.4,66.1,0.45,40.5,338.0
Delhi,263.9,474.8,119.7,27.7,0.83,137.1,470.4
